altitude,latitude,longitude,Time (s)
17.7514078608,1.2737636445,103.789994939,1714983296.65
17.7510266928,1.2737636432,103.789994938,1714983296.71
17.7513614111,1.27376364901,103.78999494,1714983296.76
17.7502815323,1.27376363301,103.789994939,1714983296.8
17.7540715979,1.27376364463,103.78999496,1714983296.86
17.750452741,1.27376363982,103.789994941,1714983296.92
17.7430614475,1.2737636477,103.789994957,1714983296.95
17.7456939416,1.27376365417,103.789994957,1714983297.03
17.747654858,1.2737636637,103.789994943,1714983297.05
17.7481573429,1.27376365156,103.789994958,1714983297.11
17.746724287,1.27376365722,103.789994953,1714983297.16
17.7486286052,1.27376365294,103.789994958,1714983297.21
17.7449119119,1.27376366798,103.789994961,1714983297.26
17.7435982237,1.27376364837,103.789994957,1714983297.31
17.7451671036,1.2737636611,103.789994963,1714983297.35
17.7473336468,1.27376367196,103.789994968,1714983297.4
17.7447986025,1.2737636764,103.789994968,1714983297.45
17.7434777673,1.27376369204,103.78999497,1714983297.51
17.7428392004,1.27376366906,103.789994968,1714983297.55
17.7385449745,1.27376364788,103.789994953,1714983297.6
17.7387453225,1.27376365056,103.789994965,1714983297.66
17.7432209551,1.27376365195,103.789994952,1714983297.7
17.7438377906,1.27376366702,103.789994954,1714983297.76
17.7443881799,1.273763669,103.789994956,1714983297.81
17.7400700971,1.27376365352,103.789994953,1714983297.86
17.7387510762,1.27376365402,103.789994961,1714983297.92
17.7389211711,1.27376365217,103.789994949,1714983297.96
17.7400774835,1.27376367808,103.789994958,1714983298.06
17.7389761424,1.27376366348,103.789994949,1714983298.06
17.7385165431,1.27376367238,103.789994957,1714983298.12
17.7404286461,1.27376368918,103.789994953,1714983298.17
17.7428647121,1.27376367631,103.78999496,1714983298.23
17.742383129,1.27376367218,103.789994953,1714983298.26
17.7382435314,1.27376365867,103.789994946,1714983298.31
17.7364196396,1.27376367245,103.78999495,1714983298.36
17.7395705208,1.27376367059,103.78999496,1714983298.41
17.7422961332,1.27376367287,103.789994948,1714983298.46
17.7380892141,1.27376367301,103.789994959,1714983298.53
17.7389427181,1.27376368089,103.789994951,1714983298.55
17.7397022061,1.27376368021,103.78999495,1714983298.61
17.7347273109,1.27376369414,103.789994956,1714983298.65
17.7354539232,1.27376367952,103.789994946,1714983298.7
17.7421862008,1.27376368709,103.789994965,1714983298.76
17.7403993811,1.27376367756,103.789994949,1714983298.83
17.7414881093,1.27376367357,103.789994962,1714983298.85
17.7451629872,1.27376369582,103.78999498,1714983298.9
17.743067571,1.27376369284,103.789994974,1714983298.95
17.7413191227,1.27376367556,103.789994963,1714983299.03
17.7405149648,1.27376367056,103.789994973,1714983299.06
17.739525917,1.27376368187,103.789994976,1714983299.1
17.742005392,1.27376366779,103.78999498,1714983299.15
17.7413721718,1.27376367118,103.789994976,1714983299.21
17.7374109617,1.27376364381,103.789994971,1714983299.26
17.7370244237,1.27376363827,103.789994969,1714983299.3
17.7348800516,1.27376363351,103.78999497,1714983299.36
17.7379719447,1.27376363398,103.789994972,1714983299.4
17.7339606108,1.27376361955,103.789994964,1714983299.45
17.7406023853,1.27376362662,103.789994976,1714983299.51
17.7381761828,1.27376362489,103.789994971,1714983299.55
17.7361411313,1.27376363752,103.789994968,1714983299.6
17.7393107582,1.27376362296,103.789994965,1714983299.65
17.7410571165,1.27376363618,103.789994977,1714983299.71
17.7365546692,1.27376363575,103.78999497,1714983299.77
17.7368564652,1.27376361901,103.78999497,1714983299.81
17.7341888119,1.27376364107,103.789994983,1714983299.86
17.733675207,1.27376365327,103.789994973,1714983299.91
17.7349297972,1.27376364098,103.789994969,1714983299.96
17.7360880636,1.27376366235,103.78999499,1714983300.05
17.7363575967,1.27376367183,103.789994981,1714983300.06
17.7338531185,1.27376366879,103.789994972,1714983300.12
17.7355605466,1.27376366913,103.789994988,1714983300.16
17.7339822371,1.27376367488,103.789994984,1714983300.21
17.7339269426,1.27376366544,103.789994987,1714983300.26
17.7322832821,1.27376367983,103.789994984,1714983300.31
17.7333764555,1.27376368322,103.789994986,1714983300.37
17.7319809701,1.27376367929,103.789994977,1714983300.41
17.7341363551,1.27376368541,103.789994979,1714983300.47
17.7349479478,1.27376366353,103.789994988,1714983300.53
17.7313982118,1.27376366107,103.789994977,1714983300.56
17.7325362368,1.27376367036,103.789994978,1714983300.6
17.7323845839,1.27376366205,103.789994962,1714983300.66
17.732194772,1.27376364431,103.789994964,1714983300.71
17.7374761812,1.27376365443,103.789994976,1714983300.76
17.7386496887,1.27376365133,103.78999497,1714983300.81
17.737081917,1.2737636342,103.789994965,1714983300.85
17.7327916203,1.27376363339,103.789994962,1714983300.92
17.7340080198,1.27376362461,103.789994955,1714983300.95
17.7276557079,1.2737635697,103.789994958,1714983301.04
17.7350480054,1.27376362986,103.789994976,1714983301.06
17.7317555454,1.27376359483,103.789994978,1714983301.11
17.73497946,1.27376362184,103.789994967,1714983301.18
17.7394526666,1.27376362143,103.789994975,1714983301.21
17.7350893039,1.27376361329,103.78999497,1714983301.25
17.7353888126,1.27376362998,103.789994965,1714983301.3
17.7370622586,1.27376360644,103.789994959,1714983301.35
17.7342456225,1.2737636291,103.78999497,1714983301.4
17.7392072389,1.27376363325,103.789994966,1714983301.46
17.7373588523,1.2737636243,103.789994968,1714983301.54
17.7356388737,1.27376364991,103.789994973,1714983301.56
17.7344255708,1.2737636372,103.789994975,1714983301.61
17.7365588546,1.27376364131,103.789994973,1714983301.66
17.7354044765,1.27376364736,103.789994977,1714983301.71
17.7381479451,1.2737636608,103.78999499,1714983301.76
17.7363447873,1.27376364542,103.789994983,1714983301.85
17.7343335273,1.2737636411,103.789994981,1714983301.86
17.7349220244,1.27376366301,103.789995006,1714983301.91
17.7345347069,1.27376365205,103.789994993,1714983301.96
17.7372704847,1.27376363717,103.789994984,1714983302.08
17.7357142624,1.27376362621,103.78999499,1714983302.1
17.7369230734,1.27376361585,103.789995003,1714983302.23
17.7305379771,1.27376361593,103.789994985,1714983302.23
17.7378512006,1.27376363959,103.789995012,1714983302.25
17.7351095555,1.2737636291,103.789994997,1714983302.31
17.7370905494,1.27376362531,103.78999501,1714983302.36
17.7336617988,1.27376362934,103.789995001,1714983302.41
17.7373214392,1.27376362806,103.789994998,1714983302.46
17.7370508211,1.27376361321,103.789994993,1714983302.51
17.7339242985,1.27376362634,103.789994998,1714983302.55
17.733736096,1.27376361504,103.789994994,1714983302.61
17.7370219436,1.27376363046,103.789994992,1714983302.67
17.7383049903,1.27376362697,103.789995006,1714983302.7
17.7403863305,1.27376364347,103.789995006,1714983302.76
17.7359808506,1.27376363875,103.789995005,1714983302.8
17.7392832013,1.27376363817,103.789995,1714983302.85
17.7361106491,1.27376364373,103.789994999,1714983302.9
17.740457708,1.27376365368,103.789995008,1714983302.97
17.734944202,1.27376366016,103.789995009,1714983303.04
17.7364288904,1.27376365279,103.789995,1714983303.05
17.7344653625,1.2737636644,103.78999501,1714983303.1
17.7358973892,1.27376365183,103.789995012,1714983303.15
17.7372465348,1.27376364486,103.789995006,1714983303.2
17.7337432494,1.27376365228,103.789995021,1714983303.25
17.7351322239,1.27376364977,103.789995013,1714983303.31
17.7319290424,1.27376365976,103.789995021,1714983303.36
17.7334990185,1.27376366532,103.789995001,1714983303.41
17.7340793982,1.27376365987,103.789995009,1714983303.46
17.729384698,1.27376363987,103.789995007,1714983303.51
17.7357188044,1.27376366624,103.78999501,1714983303.56
17.7284180615,1.27376363936,103.789995,1714983303.61
17.73323787,1.27376364698,103.789995,1714983303.66
17.7349188738,1.27376363706,103.789995003,1714983303.73
17.7349231187,1.2737636515,103.789995009,1714983303.76
17.734192647,1.27376364334,103.789994999,1714983303.82
17.7317883512,1.27376365723,103.789995008,1714983303.85
